id_in_session,participant.code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started,visited,mturk_worker_id,mturk_assignment_id,payoff,payoff_plus_participation_fee,session.code,label,mturk_HITId,mturk_HITGroupId,comment,_demo,cfg.real_world_currency_per_point,cfg.participation_fee,cfg.matching_method,cfg.compute_distance,intro.1.id_in_group,intro.1.payoff,intro.1.id_in_subsession,intro.1.round_number,import_database.1.id_in_group,import_database.1.payoff,import_database.1.id_in_subsession,import_database.1.round_number,survey.1.id_in_group,survey.1.ip,survey.1.lat,survey.1.long,survey.1.sex,survey.1.date,survey.1.marital,survey.1.children,survey.1.children_number,survey.1.children_first_age,survey.1.language,survey.1.language_other,survey.1.zip,survey.1.ethnicity,survey.1.ethnicity_choice,survey.1.ethnicity_choice_other,survey.1.race,survey.1.race_indian_other,survey.1.race_asian_other,survey.1.race_other,survey.1.religion,survey.1.religion_denomination,survey.1.religion_denomination_other,survey.1.home,survey.1.home_other,survey.1.guns,survey.1.place_growing_up,survey.1.highest_degree,survey.1.elementary_secondary_choices,survey.1.elementary_secondary_choices_incomplete_high_school,survey.1.high_school_choices,survey.1.college_choices,survey.1.after_bachelor_choices,survey.1.major_college,survey.1.major_bachelor,survey.1.country_growing_up,survey.1.us_state_grow_up,survey.1.another_country_grow_up,survey.1.us_citizen,survey.1.us_citizen_options,survey.1.work_last_week,survey.1.profession,survey.1.employer,survey.1.work_tasks,survey.1.unemployed_10_years,survey.1.labor_union,survey.1.household_income,survey.1.income_group_placement,survey.1.sixteen_yo_comparison,survey.1.parental_comparison_standards,survey.1.social_class,survey.1.financial_satisfaction,survey.1.importance_democracy,survey.1.american_pride,survey.1.political_party,survey.1.other_political_party,survey.1.politcal_views,survey.1.executive_branch_confidence,survey.1.congress_confidence,survey.1.supreme_court_confidence,survey.1.military_confidence,survey.1.police_confidence,survey.1.banks_confidence,survey.1.unions_confidence,survey.1.public_ed_confidence,survey.1.press_confidence,survey.1.improve_condition_blacks,survey.1.improve_condition_abroad,survey.1.protecting_environment,survey.1.government_redistribution,survey.1.income_tax_level,survey.1.death_penalty,survey.1.affirmative_action,survey.1.sex_before_marriage,survey.1.same_sex_relations,survey.1.abortion,survey.1.people_helpful,survey.1.people_take_advantage_of_you,survey.1.people_trustworthy,survey.1.payoff,survey.1.id_in_subsession,survey.1.round_number,narrative.1.id_in_group,narrative.1.match_displayed,narrative.1.match_displayed_name,narrative.1.tweet,narrative.1.payoff,narrative.1.id_in_subsession,narrative.1.round_number,ios_discrete.1.id_in_group,ios_discrete.1.match_displayed,ios_discrete.1.match_displayed_name,ios_discrete.1.ios_distance,ios_discrete.1.ios_overlap,ios_discrete.1.ios_number,ios_discrete.1.ios_type,ios_discrete.1.payoff,ios_discrete.1.id_in_subsession,ios_discrete.1.round_number,filler.1.id_in_group,filler.1.target_0,filler.1.input_0,filler.1.is_correct_0,filler.1.target_1,filler.1.input_1,filler.1.is_correct_1,filler.1.target_2,filler.1.input_2,filler.1.is_correct_2,filler.1.target_3,filler.1.input_3,filler.1.is_correct_3,filler.1.target_4,filler.1.input_4,filler.1.is_correct_4,filler.1.target_5,filler.1.input_5,filler.1.is_correct_5,filler.1.target_6,filler.1.input_6,filler.1.is_correct_6,filler.1.target_7,filler.1.input_7,filler.1.is_correct_7,filler.1.target_8,filler.1.input_8,filler.1.is_correct_8,filler.1.target_9,filler.1.input_9,filler.1.is_correct_9,filler.1.payoff,filler.1.id_in_subsession,filler.1.round_number,ios_discrete_pictures.1.id_in_group,ios_discrete_pictures.1.match_displayed,ios_discrete_pictures.1.match_displayed_name,ios_discrete_pictures.1.ios_distance,ios_discrete_pictures.1.ios_overlap,ios_discrete_pictures.1.ios_number,ios_discrete_pictures.1.ios_type,ios_discrete_pictures.1.payoff,ios_discrete_pictures.1.id_in_subsession,ios_discrete_pictures.1.round_number,outro.1.id_in_group,outro.1.comments,outro.1.payoff,outro.1.id_in_subsession,outro.1.round_number,ios_continuous.1.id_in_group,ios_continuous.1.match_displayed,ios_continuous.1.match_displayed_name,ios_continuous.1.ios_distance,ios_continuous.1.ios_overlap,ios_continuous.1.ios_type,ios_continuous.1.payoff,ios_continuous.1.id_in_subsession,ios_continuous.1.round_number,match0.distance_sex,match0.distance_date,match0.distance_miles,match0.distance_ethnicity,match0.distance_ethnicity_choice,match0.distance_race,match0.distance_religion,match0.distance_religion_denomination,match0.distance_country_growing_up,match0.distance_us_state_grow_up,match0.distance_another_country_grow_up,match0.objective_distance_corrected,is_mturker,participant_unique_id,match0.code,match0.sex,match0.date,match0.ethnicity,match0.ethnicity_choice,match0.race,match0.religion,match0.religion_denomination,match0.country_growing_up,match0.us_state_grow_up,match0.another_country_grow_up,match0.zip,match0.city,match0.lat,match0.long,match0.state,match0.state_short,match0.time_started,match0.mturk_worker_id,match0.mturk_assignment_id,match0.session.code,match0.session.mturk_HITId,match0.session.mturk_HITGroupId,match0.objective_distance
92,dn4tf9ge,0,17,17,outro,End,2020-11-19 20:08:12.637756+00:00,1,A221*****SBLI,3P4R*****SIJ0,0.9,1.4,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,92,0.0,1,1,92,0.0,1,1,92,70.176.80.9,31.8335,-111.0026,female,03/06/1951,widowed,0.0,,,english,,85614,0.0,,,white,,,,0.0,,,one family attached,,0.0,large city,college or some college,,,,bachelors degree,,english literature,,usa,CA,,1.0,born usa,housework,,,,0.0,0.0,0.625,0.444444444444444,1.0,0.0,working class,0.0,1.0,0.666666666666667,independent,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.666666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,92,0.0,Heart,"He grew up in a city with both prejudicial and non-prejudicial elements. Being 36-years old, he has been through all the bad elements, and perhaps has a good image of himself in life.",0.0,1,1,,,,,,,,,,,92,1210.0,1210.0,1.0,1058.0,1058.0,1.0,263.0,263.0,1.0,73.0,73.0,1.0,1056.0,1056.0,1.0,844.0,1900.0,0.0,154.0,154.0,1.0,731.0,731.0,1.0,70.0,70.0,1.0,523.0,523.0,1.0,0.9,1,1,92,0.0,Heart,0.514285714285714,0.282501619467516,3.0,7.0,0.0,1,1,92,I responded to the incomplete information about the black 36-year-old man with hardy anything to say. I identified with him because he is another human being living on the planet at the same time during which I am.,0.0,1,1,92.0,0.0,Heart,0.41,0.395355314951229,'continuous',0.0,1.0,1.0,True,0.6795245570755775,0.4891401812329522,False,False,True,False,False,False,True,False,0.3789695216644118,True,251,0bpjr985,male,1984-05-11 00:00:00,False,,black,False,,usa,IL,,60628,Chicago,41.83,-87.68000000000002,Illinois,IL,2019-11-11 20:26:04.719634+00:00,A14W*****EKO0,32VN*****YR4X,8gn1u6v6,3TRB893CSJNES88XVLP80ZYMVFN7GF,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.6516967943916846
93,gdsz07gr,0,17,17,outro,End,2020-11-19 20:14:25.407011+00:00,1,A3V9*****XF4Y,3LKC*****ZWO3,1.0,1.5,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,93,0.0,1,1,93,0.0,1,1,93,97.127.16.118,45.0639,-93.3407,male,07/27/1981,never,0.0,,,english,,55429,0.0,,,white,,,,0.0,,,one family detached,,0.0,suburb,college or some college,,,,associates degree,,Web programming,,usa,MN,,1.0,born usa,full time work,Data entry specialist,self employed,0.777777777777778,1.0,0.0,0.333333333333333,0.111111111111111,0.0,0.0,lower class,0.0,0.0,0.333333333333333,independent,,0.666666666666667,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.166666666666667,1.0,1.0,0.0,0.666666666666667,0.666666666666667,1.0,0.0,1.0,0.0,0.0,1,1,93,0.0,Club,This sounds a bit like a relative of mine. I picture the stereotypical Florida retiree who left a cold climax to relax in their old age.,0.0,1,1,,,,,,,,,,,93,1184.0,1184.0,1.0,776.0,776.0,1.0,839.0,839.0,1.0,1255.0,1255.0,1.0,989.0,989.0,1.0,624.0,624.0,1.0,493.0,493.0,1.0,229.0,229.0,1.0,4.0,4.0,1.0,1680.0,1680.0,1.0,1.0,1,1,93,0.0,Club,1.0,0.0,1.0,7.0,0.0,1,1,93,This would be lousy pay without the bonus!,0.0,1,1,93.0,0.0,Club,0.95,0.008687545340383,'continuous',0.0,1.0,1.0,True,0.8706574024585783,0.3240666300588924,False,False,False,True,True,False,True,False,0.47224763931977,True,742,3yooxu5y,female,1950-05-08 00:00:00,False,,white,True,protestant,usa,OH,,34613,Brooksville,28.55,-82.39,Florida,FL,2019-11-12 02:02:09.514741+00:00,A3PF*****3BV5,3I3W*****E5OF,xfqsipnh,3QX22DUVOOUGV85FOMQJJIYMDJGMV4,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.6540658211379519
94,7jz193dd,0,17,17,outro,End,2020-11-19 20:14:58.022536+00:00,1,AZ8K*****ZS7G,31Z0*****9T7O,0.9,1.4,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,94,0.0,1,1,94,0.0,1,1,94,68.134.60.150,39.5838,-76.396,female,10/21/1954,married,1.0,3.0,18.0,english,,21050,0.0,,,white,,,,1.0,protestant,,one family detached,,0.0,open country,college or some college,,,,"more than 1 year college, no degree",,Business,,usa,MD,,1.0,born usa,housework,,,,0.0,0.0,0.75,0.555555555555556,0.25,1.0,middle class,1.0,1.0,0.666666666666667,republican,,0.833333333333333,0.5,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.333333333333333,0.666666666666667,0.0,0.0,1.0,0.0,1.0,0.0,1,1,94,0.0,Club,This woman is probably a wife and mother and works outside the home. She probably enjoys her family and friends and is happy in her life.,0.0,1,1,,,,,,,,,,,94,486.0,486.0,1.0,765.0,765.0,1.0,326.0,326.0,1.0,35.0,1003.0,0.0,43.0,43.0,1.0,1342.0,1342.0,1.0,60.0,60.0,1.0,1536.0,1536.0,1.0,1403.0,1403.0,1.0,1212.0,1212.0,1.0,0.9,1,1,94,0.0,Club,0.671428571428571,0.14258062961781,2.0,7.0,0.0,1,1,94,,0.0,1,1,94.0,0.0,Club,0.732000122070313,0.105414118097193,'continuous',0.0,1.0,1.0,False,0.5423656955968749,0.0655140725183312,False,False,False,True,True,False,True,False,0.3279890698286551,True,992,dhktj8q5,female,1979-04-28 00:00:00,False,,white,False,,usa,NC,,27107,Winston Salem,36.1,-80.23999999999998,North Carolina,NC,2019-11-21 05:38:15.125424+00:00,A1WR*****EY2D,3OF2*****3ZK0,squp6sui,34XASH8KLQZ3QO8J2AHKDQ94S5QPMI,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.5098072516468369
95,fz51q28p,0,17,17,outro,End,2020-11-19 20:17:03.187340+00:00,1,A1NM*****TPYG,33FO*****8C1O,0.8,1.3,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,95,0.0,1,1,95,0.0,1,1,95,75.163.102.209,41.2352,-96.0533,male,07/07/1987,divorced,0.0,,,english,,68124,0.0,,,white,,,,0.0,,,one family detached,,1.0,small town,high school graduate,,,high school diploma,,,,,usa,NM,,1.0,born usa,full time work,Property Management,private business,0.444444444444444,0.0,0.0,0.75,0.444444444444444,0.25,0.75,working class,1.0,0.222222222222222,0.0,independent,,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,95,0.0,Heart,She is probably a good neighbor but not very interesting.,0.0,1,1,,,,,,,,,,,95,778.0,772.0,0.0,1311.0,1311.0,1.0,1082.0,1082.0,1.0,217.0,217.0,1.0,656.0,656.0,1.0,859.0,859.0,1.0,215.0,215.0,1.0,140.0,140.0,1.0,1038.0,1038.0,1.0,256.0,254.0,0.0,0.8,1,1,95,0.0,Heart,1.0,0.0,1.0,7.0,0.0,1,1,95,,0.0,1,1,95.0,0.0,Heart,0.96,0.0047956618016318,'continuous',0.0,1.0,1.0,True,0.4770762378831543,0.1998764662417574,False,False,False,False,False,False,True,False,0.2433593367386283,True,157,sjjh0huy,female,1967-07-28 00:00:00,False,,white,False,,usa,TX,,77357,New Caney,30.15,-95.18,Texas,TX,2019-11-09 15:51:28.817587+00:00,A2R8*****G05I,3NPI*****FTPH,vfko1mta,3UY4PIS8QRY6REAHT9LUP9G6T42N1X,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.516086609465901
96,jx6doa8p,0,17,17,outro,End,2020-11-19 20:17:15.004408+00:00,1,A2AR*****WZAK,3PQM*****3IIO,1.0,1.5,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,96,0.0,1,1,96,0.0,1,1,96,172.106.165.3,37.762,-87.2598,female,09/28/1990,married,1.0,2.0,24.0,english,,42301,0.0,,,white,,,,1.0,protestant,,one family detached,,0.0,suburb,college or some college,,,,bachelors degree,,Public Health,,usa,KY,,1.0,born usa,full time work,Public Health Assistant,private business,0.777777777777778,1.0,1.0,0.708333333333333,0.555555555555556,0.5,0.75,working class,0.5,1.0,1.0,republican,,1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,96,0.0,Club,She is a Woman who doesn't conform to the rules of the society.,0.0,1,1,,,,,,,,,,,96,94.0,94.0,1.0,364.0,364.0,1.0,517.0,517.0,1.0,736.0,736.0,1.0,125.0,125.0,1.0,211.0,211.0,1.0,1209.0,1209.0,1.0,985.0,985.0,1.0,1739.0,1739.0,1.0,93.0,93.0,1.0,1.0,1,1,96,0.0,Club,0.2714111328125,0.571418162212116,5.0,7.0,0.0,1,1,96,,0.0,1,1,96.0,0.0,Club,1.0,0.0,'continuous',0.0,1.0,1.0,False,0.3635313431020855,0.1003241209688457,False,False,False,True,True,False,True,False,0.3148959512791756,True,325,mkqdocoa,female,1974-05-16 00:00:00,False,,white,False,,usa,PA,,15232,Pittsburgh,40.43,-79.97,Pennsylvania,PA,2019-11-11 04:03:35.605137+00:00,ASTD*****WP1K,3X66*****EG3K,sdxr3o9o,324N5FAHSXOL5K5C3AD3456IODFKVP,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.4967141330973574
97,v5cr7aob,0,17,17,outro,End,2020-11-19 20:25:48.763605+00:00,1,AKTQ*****G495,3QAP*****S025,1.0,1.5,l4vvkf1o,,3L7SUC0TTU70274ZLP2UYP8WSYC0MU,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,97,0.0,1,1,97,0.0,1,1,97,66.169.115.28,32.6205,-97.3872,female,04/29/1959,never,0.0,,,tagalog,,76123,0.0,,,filipino,,,,1.0,roman catholic,,one family detached,,0.0,medium city,college or some college,,,,bachelors degree,,accounting,,another country,,PH,1.0,naturalized us citizen,housework,,,,0.0,0.0,0.583333333333333,0.555555555555556,0.5,1.0,middle class,0.5,0.888888888888889,1.0,no preference,,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.666666666666667,0.5,0.0,0.333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,97,0.0,Spade,"I envision this 42 years old woman from Seattle, Washington to be bubbly and outgoing.",0.0,1,1,,,,,,,,,,,97,1601.0,1601.0,1.0,1927.0,1927.0,1.0,916.0,916.0,1.0,393.0,393.0,1.0,133.0,133.0,1.0,166.0,166.0,1.0,1757.0,1757.0,1.0,1101.0,1101.0,1.0,954.0,954.0,1.0,8.0,8.0,1.0,1.0,1,1,97,0.0,Spade,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,97,,0.0,1,1,97.0,0.0,Spade,0.85,0.0414523991276599,'continuous',0.0,1.0,1.0,False,0.4830417227456258,0.4406562619248563,False,False,True,True,True,True,True,True,0.6294270895154984,True,869,453xkww0,female,1978-12-23 00:00:00,False,,white,False,,usa,IL,,98104,Seattle,47.6,-122.32,Washington,WA,2019-11-09 19:13:31.084082+00:00,AS1N*****PCBF,3EKV*****N2D8,69j3kgeb,3566S7OX5DWHOTIUD245TCUGTP0173,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.7203361804245894
1,e5fjdj2m,0,17,17,outro,End,2020-11-19 18:32:03.296301+00:00,1,A3RI*****LNC4,32KT*****F9MR,1.0,1.5,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,1,0.0,1,1,1,0.0,1,1,1,73.144.251.253,43.065,-83.6222,female,04/20/1991,never,1.0,3.0,19.0,english,,48506,0.0,,,white,,,,0.0,,,one family detached,,1.0,medium city,college or some college,,,,associates degree,,Nursing,,usa,MI,,1.0,born usa,full time work,Registered Nurse,government employer,0.666666666666667,1.0,1.0,0.708333333333333,0.444444444444444,0.0,0.75,working class,0.0,0.888888888888889,0.333333333333333,democrat,,0.166666666666667,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0.0,Diamond,Most likely more conservative than I am in my beliefs. Based on where they live I would think this as well. The only thing that would make me question those beliefs would be that she says she doesn't belong to a religious denomination. Most conservative people do.,0.0,1,1,,,,,,,,,,,1,1160.0,1160.0,1.0,126.0,126.0,1.0,883.0,883.0,1.0,213.0,213.0,1.0,1253.0,1253.0,1.0,955.0,955.0,1.0,300.0,300.0,1.0,455.0,455.0,1.0,1287.0,1287.0,1.0,738.0,738.0,1.0,1.0,1,1,1,0.0,Diamond,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,1,,0.0,1,1,1.0,0.0,Diamond,0.00710693359375,0.987246681525784,'continuous',0.0,1.0,1.0,False,0.0484655576241667,0.0887880231944867,False,False,False,False,False,False,True,False,0.1033866891653321,True,702,ltt2194m,female,1993-07-05 00:00:00,False,,white,False,,usa,IN,,47601,Boonville,38.04,-87.27,Indiana,IN,2019-11-11 19:11:17.961774+00:00,A2K0*****QLU0,3DPN*****X46N,8gn1u6v6,3TRB893CSJNES88XVLP80ZYMVFN7GF,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.3761139618926048
2,3vfqumiq,0,17,17,outro,End,2020-11-19 18:32:12.658848+00:00,1,A1NS*****FRGW,340U*****0UVJ,1.0,1.5,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,2,0.0,1,1,2,0.0,1,1,2,96.60.46.51,44.8951,-89.5271,male,09/10/1994,never,0.0,,,english,,54476,0.0,,,white,,,,0.0,,,one family detached,,1.0,small town,college or some college,,,,associates degree,,Business,,usa,WI,,1.0,born usa,full time work,machine operator,private business,0.222222222222222,1.0,1.0,0.791666666666667,0.333333333333333,0.5,0.5,working class,0.5,0.888888888888889,0.333333333333333,democrat,,0.166666666666667,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,2,0.0,Club,"The first things that come to my mind is I like the fact that he is similar to me in many aspects other than age, race and location. I would think this person cares deeply about people.",0.0,1,1,,,,,,,,,,,2,475.0,475.0,1.0,598.0,598.0,1.0,360.0,360.0,1.0,840.0,840.0,1.0,755.0,755.0,1.0,180.0,180.0,1.0,923.0,923.0,1.0,658.0,658.0,1.0,665.0,665.0,1.0,12.0,12.0,1.0,1.0,1,1,2,0.0,Club,0.671428571428571,0.148067452705713,2.0,7.0,0.0,1,1,2,,0.0,1,1,2.0,0.0,Club,0.71,0.12115375548984,'continuous',0.0,1.0,1.0,False,0.2678591391839016,0.2799292666863862,True,True,False,False,False,False,True,False,0.3225262187154807,True,159,6f18yb2a,male,1981-07-28 00:00:00,True,mexican,white,False,,usa,TX,,78109,Converse,29.51,-98.31,Texas,TX,2019-11-10 03:12:43.245375+00:00,A2NB*****5MV3,3G5W*****GGKB,8nv7gxxo,34F34TZU7WCHX91SXFTG1L9UCQHJ2C,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.5043444005336625
3,7cumem9u,0,17,17,outro,End,2020-11-19 18:32:14.891549+00:00,1,A3BU*****58UU,32XV*****52MS,0.9,1.4,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,3,0.0,1,1,3,0.0,1,1,3,74.71.23.203,40.7983,-73.9632,male,11/26/1984,never,0.0,,,chinese,,10025,0.0,,,chinese,,,,0.0,,,five or more apartments,,0.0,large city,college or some college,,,,bachelors degree,,Economic,,usa,NY,,1.0,born abroad us parents,housework,,,,1.0,0.0,0.666666666666667,0.333333333333333,0.25,0.75,working class,0.0,1.0,0.666666666666667,democrat,,0.166666666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.666666666666667,0.666666666666667,0.666666666666667,1.0,0.0,1.0,0.0,0.0,1,1,3,0.0,Spade,Probably unemployed or looking for some extra money if he is working on Mturk.,0.0,1,1,,,,,,,,,,,3,106.0,106.0,1.0,1543.0,1543.0,1.0,37.0,37.0,1.0,43.0,43.0,1.0,745.0,745.0,1.0,30.0,30.0,1.0,445.0,445.0,1.0,642.0,642.0,1.0,133.0,333.0,0.0,1100.0,1100.0,1.0,0.9,1,1,3,0.0,Spade,0.671388462611607,0.153532299640106,2.0,7.0,0.0,1,1,3,,0.0,1,1,3.0,0.0,Spade,0.945945434570313,0.0095855024011777,'continuous',0.0,1.0,1.0,False,0.0933985330073349,0.0401677461741718,False,False,True,False,False,False,True,False,0.1939605708346824,True,603,6fjk4p3g,male,1981-03-30 00:00:00,False,,white,False,,usa,MA,,3038,Derry,42.89,-71.28,New Hampshire,NH,2019-11-08 19:10:29.050931+00:00,A12A*****RZC4,3F6K*****KNDI,gzksbt7k,3Y40HMYLL1VRC5FJX3INYDC16F0XUH,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.4666878435619551
5,z18h2w6s,0,17,17,outro,End,2020-11-19 18:32:34.853526+00:00,1,A3TS*****8JHE,3PPT*****0ZQJ,1.0,1.5,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,5,0.0,1,1,5,0.0,1,1,5,107.144.206.115,34.1015,-117.2936,female,10/22/1987,married,1.0,2.0,27.0,english,,92410,0.0,,,white,,,,1.0,roman catholic,,one family detached,,0.0,medium city,college or some college,,,,bachelors degree,,ELECTRICAL ENINEERING,,usa,CA,,1.0,born usa,full time work,TL,private business,0.333333333333333,1.0,0.0,0.708333333333333,0.444444444444444,0.25,0.75,middle class,1.0,0.777777777777778,1.0,democrat,,0.666666666666667,1.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.166666666666667,0.5,1.0,0.666666666666667,0.333333333333333,0.333333333333333,1.0,1.0,1.0,1.0,0.0,1,1,5,0.0,Spade,I THINK SHE IS VERY INTELLIGENT AND SHE IS VERY MATURED. SHE IS GREW UP IN A MIDDLE CLASS BUT NOW SHE IS UPPER CLASS,0.0,1,1,,,,,,,,,,,5,527.0,527.0,1.0,509.0,509.0,1.0,1443.0,1443.0,1.0,1147.0,1147.0,1.0,821.0,821.0,1.0,604.0,604.0,1.0,263.0,263.0,1.0,587.0,587.0,1.0,1441.0,1441.0,1.0,780.0,780.0,1.0,1.0,1,1,5,0.0,Spade,0.514285714285714,0.282501619467516,3.0,7.0,0.0,1,1,5,,0.0,1,1,5.0,0.0,Spade,0.76,0.0874003673832857,'continuous',0.0,1.0,1.0,False,0.8119024390243903,0.717777301386866,False,False,False,False,True,False,True,False,0.3208799764010233,True,719,z9wwl550,female,1953-08-18 00:00:00,False,,white,True,protestant,usa,SC,,37659,Jonesborough,36.29,-82.47,Tennessee,TN,2019-11-12 20:37:29.175162+00:00,A1AZ*****Q9B7,30JN*****SQH2,wz1biodh,3XEIP58NL00DYAS4P7E74BWT1QBLZI,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.5026981582192052
6,y1pyaaok,0,17,17,outro,End,2020-11-19 18:32:38.811021+00:00,1,ADTJ*****3VKE,3YGX*****X4C8,0.7,1.2,ll1e41pw,,3YCT0L9OMMM6LY9B6S0ELA3FSG4SN8,35DGDVUOGJF4P5V83JF5H3IOTXFPYW,,0,1.0,0.5,random,1,6,0.0,1,1,6,0.0,1,1,6,209.95.68.228,36.2144,-115.2132,female,05/12/1988,never,1.0,1.0,9.0,english,,89108,0.0,,,white,,,,1.0,roman catholic,,less than five apartment,,1.0,medium city,college or some college,,,,bachelors degree,,engineering,,usa,NV,,1.0,born usa,full time work,data analyst,government employer,0.888888888888889,1.0,1.0,0.666666666666667,0.777777777777778,0.25,0.75,working class,1.0,0.888888888888889,0.666666666666667,democrat,,0.833333333333333,0.5,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,0.833333333333333,0.5,1.0,0.666666666666667,0.333333333333333,0.333333333333333,1.0,0.0,1.0,1.0,0.0,1,1,6,0.0,Spade,i would say about the Spade is participant  like it,0.0,1,1,,,,,,,,,,,6,315.0,315.0,1.0,343.0,343.0,1.0,1019.0,1019.0,1.0,351.0,351.0,1.0,283.0,283.0,1.0,230.0,230.0,1.0,212.0,211.0,0.0,393.0,393.0,1.0,709.0,609.0,0.0,1012.0,467.0,0.0,0.7,1,1,6,0.0,Spade,0.171428571428571,0.715850664034791,6.0,7.0,0.0,1,1,6,i like very much,0.0,1,1,6.0,0.0,Spade,0.22710693359375,0.633030983673468,'continuous',0.0,1.0,1.0,True,0.4162922069585312,0.7212093567257711,False,False,False,False,True,False,True,False,0.376136505789482,True,817,yklpydqw,male,1970-08-10 00:00:00,False,,white,True,protestant,usa,PA,,27302,Mebane,36.09,-79.27,North Carolina,NC,2019-11-14 03:03:31.702831+00:00,A3RC*****SLTZ,3GNA*****1Q51,783ft3q9,3WUVMVA7OBGW2R10SGPHVXGI8G4AZM,3NAD71TD7UOOXZN3I6F3RI79EEBL25,0.5579546876076639
